network,tier,x,y,arm,rep,true_dag_on_path,chat_source_sha256,generating_dag_sha256,k_sha256,n_k,status,committed_verdict,z_size,g0_undirected,k_g0,separation,separation_status,component_size,r_claim,r_claim_status,r_id,r_hop,hop_method,hop_exact,hop_lower_bound,phi_1,witness,n_wrong_claims,n_omitted,z_valid_at_truth,z_backdoor_at_truth,severity,bucket_B2_free_rule,bucket_B4_kg0,bucket_B5_k,bucket_B6_hop,bucket_B7_claim
munin1,T1,R_MED_RD_WA,R_APB_REPSTIM_FACILI,D_RAND,2,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,00bf79a347f1bac6,2,not_amenable,not_amenable,,2,6,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_APB_ALLAMP_WA,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_LNLBE_MEDD2_SALOSS_EW,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MED_RD_EW,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_RD_EW,R_LNLBE_MEDD2_DIFSLOW_WD,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_RD_EW,R_MED_LAT_WA,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_DIFSLOW,R_LNLBE_APB_MUDENS,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_DIFSLOW,R_MED_DCV_EW,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_PATHO,R_LNLBE_APB_DENERV,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,ok,closed_form,2,8,0,,no_z_member_in_component,6,,no_retractable_edges,,-1,no_retractable_edges,1,,,,0,5,1,1,benign,held,slack,slack,held,held
munin1,T1,R_LNLBE_MED_PATHO,R_MED_AMP_WA,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,ok,closed_form,12,8,0,,no_z_member_in_component,6,,no_retractable_edges,,-1,no_retractable_edges,1,,,,0,5,1,1,benign,held,slack,slack,held,held
munin1,T1,R_LNLW_MEDD2_RD_WD,R_APB_SPONT_INS_ACT,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLW_MEDD2_RD_WD,R_MED_ALLDEL_WA,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLW_MED_PATHO,R_APB_SPONT_INS_ACT,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,ok,closed_form,9,8,0,,no_z_member_in_component,4,,no_retractable_edges,,-1,no_retractable_edges,1,,,,0,3,1,1,benign,held,slack,slack,held,held
munin1,T1,R_LNLW_MED_PATHO,R_MED_ALLDEL_WA,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_EW,R_APB_SPONT_INS_ACT,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_EW,R_MED_ALLCV_EW,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_WD,R_APB_SF_JITTER,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_WD,R_MEDD2_LSLOW_WD,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MED_RD_EW,R_APB_SF_JITTER,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MED_RD_EW,R_MEDD2_LD_EW,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MED_RD_WA,R_APB_REPSTIM_FACILI,D_DEGEN,0,via_Chat_only,8e5cff7b4de3cf09,669980ab48a3d4b7,4f53cda18c2baa0c,0,not_amenable,not_amenable,,8,0,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_APB_ALLAMP_WA,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_LNLBE_MEDD2_SALOSS_EW,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MED_RD_EW,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_RD_EW,R_LNLBE_MEDD2_DIFSLOW_WD,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_RD_EW,R_MED_LAT_WA,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_DIFSLOW,R_LNLBE_APB_MUDENS,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_DIFSLOW,R_MED_DCV_EW,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_PATHO,R_LNLBE_APB_DENERV,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,ok,closed_form,2,6,2,,no_z_member_in_component,6,,unreached,,-1,local_up_fast_budget,0,3,0.0,,0,4,1,1,benign,held,held,held,held,held
munin1,T1,R_LNLBE_MED_PATHO,R_MED_AMP_WA,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,ok,closed_form,12,6,2,,no_z_member_in_component,6,,unreached,,-1,local_up_fast_budget,0,3,0.0,,0,4,1,1,benign,held,held,held,held,held
munin1,T1,R_LNLW_MEDD2_RD_WD,R_APB_SPONT_INS_ACT,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLW_MEDD2_RD_WD,R_MED_ALLDEL_WA,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLW_MED_PATHO,R_APB_SPONT_INS_ACT,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,ok,closed_form,9,6,2,,no_z_member_in_component,4,,unreached,,-1,local_up_fast_budget,0,3,0.0,,0,2,1,1,benign,held,held,held,held,held
munin1,T1,R_LNLW_MED_PATHO,R_MED_ALLDEL_WA,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_EW,R_APB_SPONT_INS_ACT,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_EW,R_MED_ALLCV_EW,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_WD,R_APB_SF_JITTER,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,y_not_possible_descendant,y_not_possible_descendant,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_WD,R_MEDD2_LSLOW_WD,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,ok,closed_form,1,6,2,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.5,R_LNLW_MEDD2_RD_WD->R_MEDD2_RD_WD,0,2,1,1,benign,held,held,held,held,held
munin1,T1,R_MED_RD_EW,R_APB_SF_JITTER,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,y_not_possible_descendant,y_not_possible_descendant,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MED_RD_EW,R_MEDD2_LD_EW,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,y_not_possible_descendant,y_not_possible_descendant,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MED_RD_WA,R_APB_REPSTIM_FACILI,A_TRUE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,feec500195402a34,2,not_amenable,not_amenable,,6,2,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_APB_ALLAMP_WA,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_LNLBE_MEDD2_SALOSS_EW,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_DIFSLOW_WD,R_MED_RD_EW,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_RD_EW,R_LNLBE_MEDD2_DIFSLOW_WD,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MEDD2_RD_EW,R_MED_LAT_WA,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_DIFSLOW,R_LNLBE_APB_MUDENS,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_DIFSLOW,R_MED_DCV_EW,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLBE_MED_PATHO,R_LNLBE_APB_DENERV,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,ok,closed_form,2,0,8,,no_z_member_in_component,6,,gt_3,,-1,local_up_fast_budget,0,9,0.0,,0,1,1,1,benign,held,held,held,held,held
munin1,T1,R_LNLBE_MED_PATHO,R_MED_AMP_WA,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,ok,closed_form,12,0,8,,no_z_member_in_component,6,,gt_3,,-1,local_up_fast_budget,0,9,0.0,,0,1,1,1,benign,held,held,held,held,held
munin1,T1,R_LNLW_MEDD2_RD_WD,R_APB_SPONT_INS_ACT,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLW_MEDD2_RD_WD,R_MED_ALLDEL_WA,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_LNLW_MED_PATHO,R_APB_SPONT_INS_ACT,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,ok,closed_form,9,0,8,,no_z_member_in_component,4,,gt_3,,-1,local_up_fast_budget,0,9,0.0,,0,1,1,1,benign,held,held,held,held,held
munin1,T1,R_LNLW_MED_PATHO,R_MED_ALLDEL_WA,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,ok,closed_form,4,0,8,,no_z_member_in_component,4,1,exact,1,1,local_up_fast,1,,0.1667,R_LNLW_MED_PATHO->R_MED_RD_WA,0,1,1,1,benign,held,held,held,held,held
munin1,T1,R_MEDD2_RD_EW,R_APB_SPONT_INS_ACT,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_EW,R_MED_ALLCV_EW,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_WD,R_APB_SF_JITTER,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MEDD2_RD_WD,R_MEDD2_LSLOW_WD,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,ok,closed_form,1,0,8,,no_z_member_in_component,4,1,exact,1,2,local_up_fast,1,,0.1667,R_LNLW_MED_PATHO->R_LNLW_MEDD2_RD_WD,0,1,1,1,benign,held,held,held,held,held
munin1,T1,R_MED_RD_EW,R_APB_SF_JITTER,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MED_RD_EW,R_MEDD2_LD_EW,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
munin1,T1,R_MED_RD_WA,R_APB_REPSTIM_FACILI,A_ORACLE,0,via_K,8e5cff7b4de3cf09,669980ab48a3d4b7,bfbc6fd3f7400473,6,y_not_possible_descendant,y_not_possible_descendant,,0,8,,,,,,,,,,,,,,,,,,,,,,
paths,T0,1,10,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,1,exact,1,1,local_up_fast,1,,0.1,1->2,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,1,8,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,1,exact,1,1,local_up_fast,1,,0.1,1->2,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,10,4,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,11,14,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,,gt_3,,11,e1_ladder,1,,0.0,,10,4,0,0,validity,safe,dangerous,safe,dangerous,safe
paths,T0,12,1,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,12,8,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,13,4,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,14,13,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,15,1,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,15,8,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,2,4,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,2,exact,2,2,local_up_fast,1,,0.0,1->2 and 2->3,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,3,13,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,3,exact,3,3,local_up_fast,1,,0.0,1->2 and 2->3 and 3->4,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,4,1,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,4,8,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,3,exact,3,4,e1_ladder,1,,0.0,1->2 and 2->3 and 3->4,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,5,3,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,6,13,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,,gt_3,,6,e1_ladder,1,,0.0,,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,7,1,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,7,8,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,,gt_3,,7,e1_ladder,1,,0.0,,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,8,3,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,9,13,D_LLM,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,e9f43d4d09469b0e,10,ok,closed_form,0,0,14,,no_z_member_in_component,15,,gt_3,,9,e1_ladder,1,,0.0,,10,4,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,1,10,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,ok,closed_form,0,0,14,,no_z_member_in_component,15,1,exact,1,1,local_up_fast,1,,0.0769,1->2,13,1,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,1,8,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,ok,closed_form,0,0,14,,no_z_member_in_component,15,1,exact,1,1,local_up_fast,1,,0.0769,1->2,13,1,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,10,4,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,11,14,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,ok,closed_form,0,0,14,,no_z_member_in_component,15,,censored_at_depth_3,,11,e1_ladder,1,,0.0,,13,1,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,12,1,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,12,8,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,13,4,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,14,13,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,15,1,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,15,8,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,2,4,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,ok,closed_form,0,0,14,,no_z_member_in_component,15,2,exact,2,2,local_up_fast,1,,0.0,1->2 and 2->3,13,1,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,3,13,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,ok,closed_form,0,0,14,,no_z_member_in_component,15,,censored_at_depth_3,,3,local_up_fast,1,,0.0,,13,1,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,4,1,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,4,8,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,ok,closed_form,0,0,14,,no_z_member_in_component,15,,censored_at_depth_3,,4,e1_ladder,1,,0.0,,13,1,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,5,3,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
paths,T0,6,13,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,ok,closed_form,0,0,14,,no_z_member_in_component,15,,censored_at_depth_3,,6,e1_ladder,1,,0.0,,13,1,0,0,validity,safe,dangerous,safe,safe,safe
paths,T0,7,1,D_LLM_INSTR,0,via_Chat_only,5aabbd0f9c6e241d,6cf8b01484e942e5,030ea3924ba93fb7,13,y_not_possible_descendant,y_not_possible_descendant,,0,14,,,,,,,,,,,,,,,,,,,,,,
